"Município";"Exercício";"Semestre";"Função de Governo";"Órgão Contratante";"Denominação/Destinação da Obra";"Endereço da Obra";"PPA (previsão)";"LDO (previsão)";"Meta Física Anual/Atendimento da População";"Valor Inicial Previsto";"Valor Total Contratado";"Nome da Empresa Contratada";"Data de Início da Obra";"V. Total dos Termos Aditivos";"Reajuste/Revisão do Contrato em %";"Nível de Execução Física";"Valor Total Pago";"Data Prevista para Conclusão";"Situação da Obra";"Data do Recebimento Definitivo";"Nome do Servidor Responsável";"Observações"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Constr. Unidade de Pronto Atendimento UPA - 137/2011";"Av. Vicente José Parise, 2100 - Centro";"não";"não";"População como um Todo";"R$ 2.113.994,86 ";"R$ 1.970.875,79 ";"Construtora Sudano LTDA";"29/04/2011";"R$ 54.052,02 ";"2,75%";"100%";"R$ 2.024.927,81 ";"10/12/2012";"Concluída";"19/02/2013";"Antonio Claret Teixeira Lutz";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Recapeamento e Pavimentação Asfáltica - 174/2012";"Vias Públicas do Município";"não";"não";"População como um Todo";"R$ 217.064,75 ";"R$ 216.250,04 ";"Nova Estrada e Construções LTDA";"06/07/2012";"R$ 0,00 ";"0,00%";"100%";"R$ 216.250,04 ";"05/07/2013";"Concluída";"30/11/2012";"Antonio Mariano dos S. Camargo";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"";"2º SEMESTRE 2013";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Taquaritinga";"2015";"1";"Saneamento";"Prefeitura Municipal de Taquaritinga";"Implantação de Sitema de Afastamento e Tratamento de Esgotos Sanitários - 0146/2012";"Município de Taquaritinga";"sim";"sim";"População como um Todo";"R$ 14.491.618,13 ";"R$ 11.431.936,13 ";"KMG Consultoria e Engenharia LTDA";"12/12/2012";"R$ 2.817.533,58 ";"24,65%";"100%";"R$ 14.249.469,14 ";"13/04/2015";"Concluída";"01/07/2015";"Luiz Vieira de Carvalho Neto";"OK"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Construção Unidade Básica de Saúde Tipo II - 0085/2013";"Rua 1 nº 271 - Jardim Martinelli";"não";"não";"População como um Todo";"R$ 400.000,00 ";"R$ 351.090,00 ";"Construtora Adorno LTDA - ME";"24/05/2013";"R$ 87.772,03 ";"25,00%";"100%";"R$ 252.836,38 ";"26/07/2014";"Concluída";"26/09/2015";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Const Unid Básica de Saúde Tipo II - 083/2013";"Avenida Capitão José Camargo de Lima nº 305 - Jd São Sebastião";"não";"não";"População como um Todo";"R$ 495.915,86 ";"R$ 458.666,66 ";"Construtora Adorno LTDA - ME";"15/05/2013";"R$ 98.351,87 ";"21,44%";"100%";"R$ 358.618,02 ";"19/07/2014";"Concluída";"14/09/2014";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Reforma UBS III - Akio Nakashima 046/13";"Avenida Capitão José Camargo de Lima s/nº - Jd São Sebastião - 046/13";"não";"não";"População como um Todo";"R$ 49.128,78 ";"R$ 49.000,00 ";"Galhardi Const. Incorp. Imob. - LTDA";"14/03/2013";"R$ 24.462,69 ";"0,00%";"100%";"R$ 73.462,69 ";"08/11/2013";"Concluída";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Reforma UBS II - Ederaldo Ap. Marques - 046/13";"Rua Nelson Nucci s/nº - Vale do Sol";"não";"não";"População como um Todo";"R$ 32.959,35 ";"R$ 32.900,00 ";"Galhardi Const. Incorp. Imob. - LTDA";"14/03/2013";"R$ 0,00 ";"0,00%";"100%";"R$ 32.900,00 ";"11/08/2013";"Concluída";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Reforma UBS II - Ederaldo Ap. Marques - 164/13";"Rua Nelson Nucci s/nº - Vale do Sol";"sim";"sim";"População como um Todo";"R$ 41.096,74 ";"R$ 39.950,00 ";"Galhardi Const. Incorp. Imob. - LTDA";"20/08/2013";"R$ 0,00 ";"0,00%";"100%";"R$ 39.949,45 ";"20/09/2013";"Concluída";"";"Luiz Vieira de Carvalho Neto";"OK"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Ampliação e Reforma UPA (SAMU) - 149/13";"Av. Francisco Jordas Martins - Centro";"sim";"sim";"População como um Todo";"R$ 59.907,45 ";"R$ 59.800,00 ";"Galhardi Const. Incorp. Imob. - LTDA";"01/08/2013";"R$ 0,00 ";"0,00%";"100%";"R$ 59.800,00 ";"01/10/2013";"Concluída";"";"Luiz Vieira de Carvalho Neto";"OK"
"Taquaritinga";"2015";"1";"Educação";"Prefeitura Municipal de Taquaritinga";"Reforma e Ampliação EMEIS - 191/13";"Taquaritinga - 0191/13";"sim";"sim";"Alunos da Rede Escolar";"R$ 510.872,62 ";"R$ 458.056,67 ";"Construtora Adorno LTDA - ME";"10/12/2013";"R$ 218.727,88 ";"47,75%";"100%";"R$ 676.784,45 ";"24/10/2014";"Concluída";"";"Luiz Vieira de Carvalho Neto";"OK"
"Taquaritinga";"2015";"1";"Assistência Social";"Prefeitura Municipal de Taquaritinga";"Construção Centro Dia do Idoso - 193/13";"Avenida Vicente José Parise, 1806 - Centro";"não";"não";"População como um Todo";"R$ 548.152,91 ";"R$ 544.860,71 ";"Galhardi Const. Incorp. Imob. - LTDA";"20/12/2013";"R$ 24.196,18 ";"4,50%";"62%";"R$ 306.385,72 ";"20/12/2014";"Em andamento";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"";"1º SEMESTRE DE 2014";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Taquaritinga";"2015";"1";"Educação";"Prefeitura Municipal de Taquaritinga";"Reforma e Ampliação EMEI - 012/2014";"Rua Nadyr de Paula Eduardo, 87 - CH Dr. Adail Nunes da Silva";"sim";"sim";"Alunos da Rede Escolar";"R$ 985.040,59 ";"R$ 883.285,90 ";"Construtora Adorno LTDA - ME";"24/01/2014";"R$ 36.269,33 ";"4,11%";"100%";"R$ 919.555,23 ";"01/03/2015";"Concluída";"29/05/2015";"Jorge Tadeu Cheadi";"OK"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Execução de Recapeamento Asfáltico - 106/2014";"Rua Líbero Badaró e outras ";"não";"não";"População como um Todo";"R$ 82.761,90 ";"R$ 71.066,75 ";"Nova Estrada e Construções LTDA";"26/05/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 0,00 ";"15/05/2016";"Concluída";"";"Antonio Mariano dos Santos Camargo";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Execução Infraestrutura Av. Dr. Paulo Zuppani - 104/2014";"Av. Dr. Aulo Zuppani - Jd. São Sebastião e Cj Res. Ipiranga";"não";"não";"População como um Todo";"R$ 614.661,28 ";"R$ 612.136,23 ";"Nova Estrada e Construções LTDA";"19/05/2014";"R$ 99.197,57 ";"16,21%";"100%";"R$ 711.333,80 ";"08/05/2016";"Concluída";"";"Adail Benedito Regatieri";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Execução de Recapeamento Asfáltico - 032/2014";"Av. Mário da Silva Camargo - Pq. Residencial Laranjeiras";"sim";"sim";"População como um Todo";"R$ 515.355,96 ";"R$ 509.775,88 ";"Nova Estrada e Construções LTDA";"11/02/2014";"R$ 127.440,62 ";"25,00%";"100%";"R$ 637.216,50 ";"11/04/2014";"Concluída";"";"Antonio Mariano dos Santos Camargo";"OK"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Execução de Recapeamento Asfáltico - 098/2014";"Av. Caetano Decaro e Outras";"sim";"sim";"População como um Todo";"R$ 330.361,84 ";"R$ 259.664,41 ";"Nova Estrada e Construções LTDA";"13/05/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 259.664,41 ";"13/07/2014";"Concluída";"";"Antonio Mariano dos Santos Camargo";"OK"
"Taquaritinga";"2015";"1";"Educação";"Prefeitura Municipal de Taquaritinga";"Construção de Cobertura Metálica EMEF - 102/2014";"Rua Alzira Ferraz Veríssimo, 03 - Vila Sargi";"não";"não";"Alunos da Rede Escolar";"R$ 179.698,07 ";"R$ 152.705,80 ";"Construtora Sudano LTDA";"15/05/2014";"R$ 12.320,92 ";"8,07%";"21%";"R$ 35.095,28 ";"22/09/2015";"Em Andamento";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Educação";"Prefeitura Municipal de Taquaritinga";"Construção de Creche Projeto FDE- 0123/2014";"Bairro Jardim São Luiz";"não";"não";"Alunos da Rede Escolar";"R$ 1.631.695,65 ";"R$ 1.280.881,33 ";"Galhardi Const. Incorp. Imob. - LTDA";"08/09/2014";"R$ 0,00 ";"0,00%";"0%";"R$ 0,00 ";"08/06/2015";"Outros";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Construção de UBSs - 039/2014";"Distrito de Vila Negri e outras";"não";"não";"População como um Todo";"R$ 351.478,52 ";"R$ 348.315,21 ";"Galhardi Const. Incorp. Imob. - LTDA";"24/02/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 348.315,21 ";"19/04/2015";"Concluída";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Ampliação e Reforma UBS Abbud - 125/2014";"Av. Adamo Lui, 2.204 - Jd. Buscardi";"sim";"sim";"População como um Todo";"R$ 539.202,13 ";"R$ 481.419,23 ";"K & G Construtora Garcia LTDA EPP";"01/07/2014";"R$ 0,00 ";"0,00%";"99%";"R$ 478.066,56 ";"01/08/2015";"Em Andamento";"";"Luiz Vieira de Carvalho Neto";"OK"
"Taquaritinga";"2015";"1";"";"2º SEMESTRE DE 2014";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Recapeamento em vias do Município - 0127/14";"Vias Públicas do Município";"não";"não";"População como um Todo";"R$ 1.615.000,00 ";"R$ 1.598.811,15 ";"Nova Estrada e Construções LTDA";"03/07/2014";"R$ 0,00 ";"0,00%";"2%";"R$ 29.900,00 ";"31/10/2015";"Em Andamento";"";"Adail Benedito Regatieri";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Recapeamento em vias do Município - 0126/14";"Vias Públicas do Município";"não";"não";"População como um Todo";"R$ 245.850,00 ";"R$ 241.882,77 ";"Nova Estrada e Construções LTDA";"";"R$ 0,00 ";"0,00%";"50%";"R$ 120.941,38 ";"14/04/2015";"Em Andamento";"";"Antonio Mariano dos Santos Camargo";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Recapeamento em vias do Município - 0153/14";"Vias Públicas do Município";"sim";"sim";"População como um Todo";"R$ 1.626.607,87 ";"R$ 1.279.336,28 ";"Nova Estrada e Construções LTDA";"20/08/2014";"R$ 117.627,80 ";"9,19%";"100%";"R$ 917.210,08 ";"17/04/2015";"Em Andamento";"";"Antonio Mariano dos Santos Camargo";"OK"
"Taquaritinga";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquaritinga";"Execução de Galeria de Aguas Pluviais - 0155/14";"Jardim Contendas";"sim";"sim";"População como um Todo";"R$ 57.464,81 ";"R$ 54.586,80 ";"Ubiratan da Silva Alves Elétrica - ME";"26/08/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 44.466,30 ";"25/10/2014";"Em Andamento";"";"Luiz Vieira de Carvalho Neto";"OK"
"Taquaritinga";"2015";"1";"Educação";"Prefeitura Municipal de Taquaritinga";"Reforma da Cobertura da Quadra - 0156/14";"R. Gabriel Teixeira de Paula - Jd. São Sebastião ";"sim";"sim";"Alunos da Rede Escolar";"R$ 115.611,14 ";"R$ 106.038,20 ";"Mazzer Engenharia e Comercio LTDA";"26/08/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 106.038,20 ";"26/11/2014";"Concluída";"";"Luiz Vieira de Carvalho Neto";"OK"
"Taquaritinga";"2015";"1";"Saúde";"Prefeitura Municipal de Taquaritinga";"Reforma da UBS - Nelson Sargi - 0166/14";"R. Luiz Falconi, 185 - Jd. Paraíso";"não";"não";"População como um Todo";"R$ 261.561,22 ";"R$ 259.905,45 ";"Construtora Adorno LTDA - ME";"24/09/2014";"R$ 0,00 ";"0,00%";"26%";"R$ 56.320,00 ";"29/03/2015";"Em Andamento";"";"Antonio Mariano dos Santos Camargo";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"";"1º SEMESTRE DE 2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Taquaritinga";"2015";"1";"Cultura ";"Prefeitura Municipal de Taquaritinga";"Instalação e Modernização de Equipamentos e Espaços Culturais - 0001/15";"Praça Dr. Horácio Ranalho, 125 - Centro - Taquaritinga";"não";"não";"População como um Todo";"R$ 1.540.596,22 ";"R$ 1.339.260,04 ";"K & G Construtora Garcia LTDA EPP";"14/01/2015";"R$ 0,00 ";"0,00%";"27%";"R$ 333.582,19 ";"14/11/2015";"Em Andamento";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Desporto e Lazer";"Prefeitura Municipal de Taquaritinga";"Implantação e Modernização de Infraestrutura do Ginásio Poliesportivo - Dori Parise - 0123/15";"Av. João Perissionoti s/n - Jd. Taquarão I";"não";"não";"População como um Todo";"R$ 254.949,54 ";"R$ 253.352,62 ";"Construtora Adorno LTDA - ME";"";"";"";"";"";"";"Contratada sem Ordem de Início de Serviços";"";"Luiz Vieira de Carvalho Neto";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Educação";"Prefeitura Municipal de Taquaritinga";"Reforma e Adequação da Escola Técnica (ETAM) - 0127/15";"Rua Rui Barbosa, 533 - Centro";"não";"não";"Estudantes Ensino Médio";"R$ 912.268,67 ";"R$ 899.718,94 ";"K & G Construtora Garcia LTDA EPP";"";"";"";"";"";"";"Contratada sem Ordem de Início de Serviços";"";"Mario Manuel Ferreira Santos Junior";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquaritinga";"2015";"1";"Desporto e Lazer";"Prefeitura Municipal de Taquaritinga";"Construção da Praça da Juventude - 0150/15";"Sistema de Lazer 15 - Conj. Residencial Dr. Adail Nunes da Silva";"não";"não";"População como um Todo";"R$ 2.250.881,27 ";"R$ 1.864.404,96 ";"Construtora Adorno LTDA - ME";"";"";"";"";"";"";"Contratada sem Ordem de Início de Serviços";"";"Nilton Natal Libanori";"Incluída nas Leis Financeiras (PPA/LDO/LOA)"
"Taquarivaí";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquarivaí";"Iluminação Pública";"Diversas Ruas do Município";"";"";"2.000";"R$ 111.000,00 ";"R$ 106.500,00 ";"Comércio de Materiais Elétricos Itapeva ME";"18/06/2014";"R$ 0,00 ";"0,00%";"95%";"R$ 101.129,87 ";"10/09/2015";"Em andamento";"";"Luciano Pimentel de Almeida Camargo";""
"Taquarivaí";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquarivaí";"Pavimentação Asfáltica";"Estrada Municipal Cerrado de Cima (Ruas Simplicio Martins de Barros e Salvador Nicoletti)";"";"";"500";"R$ 690.808,69 ";"R$ 689.917,69 ";"Port Con Construtora Ltda";"22/05/2013";"R$ 35.112,91 ";"5,09%";"100%";"R$ 725.030,60 ";"31/05/2015";"Concluída";"20/05/2015";"Luciano Pimentel de Almeida Camargo";""
"Taquarivaí";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquarivaí";"Pavimentação Asfáltica";"Diversas Ruas do Município";"";"";"500";"R$ 39.605,58 ";"R$ 39.216,99 ";"Port Con Construtora Ltda";"20/05/2015";"R$ 0,00 ";"0,00%";"100%";"R$ 39.216,99 ";"30/06/2015";"Concluída";"03/06/2015";"Luciano Pimentel de Almeida Camargo";""
"Taquarivaí";"2015";"1";"Educação";"Prefeitura Municipal de Taquarivaí";"Construção de Creche/Escola";"Bairro das Formigas";"";"";"500";"R$ 1.075.891,70 ";"R$ 1.075.711,02 ";"Construtora Portal do Vale Ltda EPP";"29/10/2012";"R$ 169.108,38 ";"15,72%";"61%";"R$ 646.283,10 ";"31/12/2015";"Em andamento";"";"Luciano Pimentel de Almeida Camargo";""
"Taquarivaí";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Taquarivaí";"Pavimentação em lajota e execução de guias e sarjetas";"Bairro das Formigas";"";"";"1.000";"R$ 300.000,00 ";"R$ 298.890,50 ";"Construtora Alves e Lopes Ltda ME";"20/05/2014";"R$ 0,00 ";"0,00%";"40%";"R$ 118.593,00 ";"30/11/2015";"Em andamento";"";"Luciano Pimentel de Almeida Camargo";""
"Tarabai";"2015";"1";"Transporte";"PREFEITURA MUNICIPAL";"CONSTRUÇÃO DE PONTE MISTA";"ESTRADA MUNICIPAL TRB 166 - RIO PIRAPÓ";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 571.688,47 ";"R$ 487.825,36 ";"TUCANOS TERRAPLENAGEM E CONSTRUÇÕES LTDA";"28/05/2015";"";"";"";"";"";"Contratada sem Ordem de Início de Serviços";"";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Transporte";"PREFEITURA MUNICIPAL";"RECAPEAMENTO ASFALTICO ";"DIVERSAS VIAS URBANAS DA CIDADE";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 252.409,93 ";"R$ 248.259,58 ";"DEMOP PARTICIPAÇÕES LTDA";"10/06/2014";"";"";"100%";"R$ 252.409,93 ";"31/03/2015";"Concluída";"30/06/2015";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL";"REFORMA DO ESF-I E UBS-III";"AVENIDA MARECHAL CASTELO BRANCO, Nº 2.585";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 299.329,02 ";"R$ 298.729,90 ";"CONSTRUTORA GENIAL LTDA-ME";"30/04/2014";"";"";"100%";"R$ 298.729,90 ";"30/10/2014";"Concluída";"14/04/2015";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Administração";"PREFEITURA MUNICIPAL";"REFORMA DO CLUBE MUNICIPAL";"AVENIDA MARECHAL CASTELO BRANCO, Nº 1.600";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 109.980,12 ";"R$ 108.613,46 ";"OSMAIR FERNANDES DE OLIVEIRA ME";"10/11/2014";"";"";"100%";"R$ 108.613,46 ";"10/03/2015";"Concluída";"01/06/2015";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Educação";"PREFEITURA MUNICIPAL";"CONSTRUÇÃO DE UMA CRECHE PADRÃO CR-01";"CONJUNTO HABITACIONAL TARABAI D";"sim";"sim";"ALUNOS DO MUNICIPIO";"R$ 1.631.695,65 ";"R$ 1.586.534,03 ";"COSNTRUTORA GUIMARÃES CARVALHO";"29/12/2014";"";"";"36%";"R$ 571.083,40 ";"29/11/2015";"Em andamento";"";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL";"REFORMA DO ESF-III";"RUA JOSÉ TEIXEIRA DE VASCONCELOS-VILA SANTA TEREZA";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 149.619,70 ";"R$ 116.614,66 ";"LYANS ENGENHARIA LTDA-ME";"06/05/2014";"";"";"89%";"R$ 102.993,04 ";"06/11/2015";"Em andamento";"";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL";"CONSTRUÇÃO DA UBS - PADRÃO TIPO 1";"CONJUNTO HABITACIONAL TARABAI D";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 421.712,44 ";"R$ 418.877,84 ";"LYANS ENGENHARIA LTDA-ME";"16/04/2014";"";"";"78%";"R$ 325.843,93 ";"16/11/2015";"Em andamento";"";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Urb./Habitação";"PREFEITURA MUNICIPAL";"CONSTRUÇÃO DE PRAÇA E PAVIMENTAÇÃO SEXTAVADA";"C.H. TARABAI B - JARDIM GARDÊNIA";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 117.540,24 ";"R$ 107.640,24 ";"OSMAIR FERNANDES DE OLIVEIRA ME";"11/03/2015";"";"";"19%";"R$ 20.602,34 ";"08/11/2015";"Em andamento";"";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL";"REFORMA E AMPLIAÇÃO DO ESF UNIDADE CANDEIAS";"PARQUE RESIDENCIAL CANDEIAS";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 59.900,00 ";"R$ 59.848,32 ";"OSMAIR FERNANDES DE OLIVEIRA ME";"10/04/2014";"";"";"100%";"R$ 59.848,32 ";"10/10/2014";"Concluída";"23/01/2015";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL";"CONSTRUÇÃO DE UM CRAS";"R.NILSON BARBOSA DOS SANTOS - JD.DAS ACÁCIAS";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 306.942,86 ";"R$ 306.502,53 ";"LUCIANA CIPRIANO DOS SANTOS CONSTRUÇÕES ME";"18/12/2014";"";"";"";"";"";"Contratada sem Ordem de Início de Serviços";"";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Desporto e Lazer";"PREFEITURA MUNICIPAL";"CONCLUSÃO DE UM GINASIO POLIESPORTIVO";"GINASIO DE ESPORTES - TARABAI";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 241.810,91 ";"R$ 240.123,70 ";"CONSTRUTORA CARVALHO VIEIRA ENGENHARIA LTDA";"30/09/2011";"";"";"56%";"R$ 136.049,48 ";"05/04/2016";"Em andamento";"";"PAULO CÉSAR LOPES FERIANI";""
"Tarabai";"2015";"1";"Administração";"PREFEITURA MUNICIPAL";"CONSTRUÇÃO DE PONTE DE MADEIRA";"ESTRADA DE ACESSO A FAZ. SÃO JOSÉ - CONQUISTA";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 48.082,13 ";"R$ 46.300,00 ";"JFB EDIFICAÇÕES DE PONTES E BATE ESTACA LTDA";"20/05/2015";"";"";"100%";"R$ 46.300,00 ";"20/07/2015";"Concluída";"20/07/2015";"MICHEL SANTANA DE CARVALHO";""
"Tarabai";"2015";"1";"Transporte";"PREFEITURA MUNICIPAL";"RECAPEAMENTO ASFALTICO ";"AVENIDA MARECHAL CASTELO BRANCO";"sim";"sim";"POPULAÇÃO EM GERAL";"R$ 256.876,77 ";"R$ 255.789,93 ";"MINERAÇÃO GRANDES LAGOS LTDA";"28/05/2015";"";"";"";"";"";"Contratada sem Ordem de Início de Serviços";"";"MICHEL SANTANA DE CARVALHO";""
"Tarumã";"2015";"1";"Assistência Social";"PREFEITURA MUNICIPAL DE TARUMÃ";"AMPL. CENTRO CONV. IDOSO DIVINO MORO - CCI";"AVENIDA TARUMÃ 656";"sim";"sim";"";"R$ 332.373,93 ";"R$ 332.373,93 ";"GÉSSICA DAS NEVES DE OLIVEIRA";"16/07/2014";"R$ 5.462,49 ";"";"100%";"R$ 337.836,42 ";"";"Concluída";"";"DANIEL FRANCO DA SILVA";"OBRA EM PRESTAÇÃO DE CONTAS FINAL"
"Tarumã";"2015";"1";"Educação";"PREFEITURA MUNICIPAL DE TARUMÃ";"PINTURA E.M. MARIA ANTONIA BENELLI";"RUA SANTA CATARINA";"não";"não";"";"R$ 61.900,95 ";"R$ 61.900,95 ";"GÉSSICA DAS NEVES DE OLIVEIRA";"05/03/2015";"";"";"100%";"R$ 61.900,95 ";"";"Concluída";"";"DANIEL FRANCO DA SILVA";"CONCLUÍDA"
"Tarumã";"2015";"1";"Educação";"PREFEITURA MUNICIPAL DE TARUMÃ";"CRECHE ESCOLA VILA CRISTAL";"RUA DIAMANTE - VILA CRISTAL";"sim";"sim";"";"R$ 621.254,58 ";"R$ 621.254,58 ";"GÉSSICA DAS NEVES DE OLIVEIRA";"";"";"";"";"";"31/12/2015";"Outros";"";"DANIEL FRANCO DA SILVA";"CONTRATO ROMPIDO E LICITADO NOVAMENTE"
"Tarumã";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL DE TARUMÃ";"REFORMA PSF LAGOS";"AV. TARUMÃ1712";"sim";"sim";"";"R$ 202.955,97 ";"R$ 202.955,97 ";"CAROLINA SPINOSA MOSSINI";"15/09/2014";"";"";"100%";"R$ 98.307,17 ";"31/12/2015";"Concluída";"";"DANIEL FRANCO DA SILVA";"AGUARDANDO APORTE PARA PAGAMENTO"
"Tarumã";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL DE TARUMÃ";"CONSTRUÇÃO PSF VILA CRISTAL";"RUA CANJARANA";"sim";"sim";"";"R$ 507.046,57 ";"R$ 507.046,57 ";"FRANCO CONSTRUTORA";"19/09/2014";"";"";"17%";"R$ 88.092,97 ";"31/12/2015";"Parada / Falta de Recursos";"";"DANIEL FRANCO DA SILVA";"OBRA PARALISADA POR FALTA DE APORTE"
"Tarumã";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL DE TARUMÃ";"CONSTRUÇÃO PSF ÁRVORES";"AV. PAU BRASIL";"sim";"sim";"";"R$ 190.298,37 ";"R$ 196.183,89 ";"NEGRÃO CONSTRUÇÃO CIVIL";"15/10/2012";"R$ 26.334,35 ";"";"100%";"R$ 211.429,52 ";"";"Concluída";"";"DANIEL FRANCO DA SILVA";"EM PRESTAÇÃO DE CONTAS FINAL"
"Tarumã";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL DE TARUMÃ";"REFORMA UBS CENTRO";"AV. TARUMÃ 360";"sim";"sim";"";"R$ 199.927,35 ";"R$ 199.927,35 ";"GÉSSICA DAS NEVES DE OLIVEIRA";"20/01/2015";"";"";"20%";"R$ 24.536,88 ";"31/12/2015";"Em andamento";"";"DANIEL FRANCO DA SILVA";"AGUARDA APORTE PARA PAGAR 3ª MEDIÇÃO"
